text,date,char,sentiment,polarity,subjectivity,timestamp,Preprocess
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:26:07,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:25:42,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:25:19,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:24:57,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @ThinkHero: Infinity Gauntlet or Jaime Lannister's golden hand? https://t.co/TTZhQVSVgP,05/11/2019,JaimeLannister,Pos,0.3,0.5,05/11/2019 23:24:51,rt thinkhero infinity gauntlet or jaime lannister golden hand http co ttzhqvsvgp
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:24:32,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:24:23,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:24:19,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:24:13,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
"RT @aryabartheon: — jaime lannister
— casterly rock
— kingslayer or the oathbreaker 
— house lannister
— lord commander of the kingsguard…",05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:23:45,rt aryabartheon jaime lannister casterly rock kingslayer or the oathbreaker house lannister lord commander of the kingsguard
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:23:04,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:22:56,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:21:59,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:21:52,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:21:33,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:21:07,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:20:52,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:20:45,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @DavidGlantz3: When Jaime returns to Winterfell for Brienne. #GOT #GameofThrones #JaimeLannister #BrienneOfTarth https://t.co/D2WuppMbuW,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:20:44,rt davidglantz3 when jaime return to winterfell for brienne got gameofthrones jaimelannister brienneoftarth http co d2wuppmbuw
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:20:25,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:19:46,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
@amparosthings Jaime Lannister you trick ass bitch I love you,05/11/2019,JaimeLannister,Pos,0.5,0.6,05/11/2019 23:19:08,amparosthings jaime lannister you trick as bitch love you
RT @_Ummagummas: Jaime Lannister llegando a King's Landing https://t.co/QeZ5iegmfN,05/11/2019,JaimeLannister,Neu,0.0,0.0,05/11/2019 23:18:52,rt _ummagummas jaime lannister llegando king landing http co qez5iegmfn
I will miss my baby Jaime Lannister so much.,05/11/2019,JaimeLannister,Pos,0.2,0.2,05/11/2019 23:18:43,i will miss my baby jaime lannister so much
